Date,AQI,Category,Defining Parameter,Number of Sites Reporting,city_ascii,state_name,lat,lng,population,density,timezone,Year,Month,Day,ma_last_7d,ma_last_30d,ma_last_quarter,AQI_lag_1days,AQI_lag_7days,AQI_lag_30days,AQI_lag_365days
1981-05-04,154,Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,5,4,192.71428571428572,169.83333333333334,127.32967032967034,150.0,161.0,143.0,200.0
1981-05-05,177,Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,5,5,190.85714285714286,172.36666666666667,127.83516483516483,154.0,190.0,101.0,177.0
1981-05-06,140,Unhealthy for Sensitive Groups,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,5,6,179.85714285714286,170.7,127.89010989010988,177.0,217.0,190.0,221.0
1981-05-07,221,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,5,7,180.28571428571428,174.46666666666667,128.83516483516485,140.0,218.0,108.0,93.0
1981-05-08,242,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,5,8,186.14285714285714,178.93333333333334,130.21978021978023,221.0,201.0,108.0,105.0
1981-05-09,271,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,5,9,193.57142857142858,180.76666666666668,131.4835164835165,242.0,219.0,216.0,100.0
1981-05-10,239,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,5,10,206.28571428571428,184.9,132.92307692307693,271.0,150.0,115.0,57.0
1981-05-11,227,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,5,11,216.71428571428572,187.93333333333334,134.65934065934067,239.0,154.0,136.0,61.0
1981-05-12,182,Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,5,12,217.42857142857142,187.0,135.78021978021977,227.0,177.0,210.0,74.0
1981-05-13,202,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,5,13,226.28571428571428,187.06666666666666,136.84615384615384,182.0,140.0,200.0,84.0
1981-05-14,105,Unhealthy for Sensitive Groups,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,5,14,209.71428571428572,183.03333333333333,136.74725274725276,202.0,221.0,226.0,68.0
1981-05-15,74,Moderate,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,5,15,185.71428571428572,179.0,136.32967032967034,105.0,242.0,195.0,122.0
1981-05-16,90,Moderate,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,5,16,159.85714285714286,175.33333333333334,135.45054945054946,74.0,271.0,200.0,221.0
1981-05-17,177,Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,5,17,151.0,173.83333333333334,136.14285714285714,90.0,239.0,222.0,281.0
1981-05-18,174,Unhealthy,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,5,18,143.42857142857142,177.26666666666668,136.5934065934066,177.0,227.0,71.0,268.0
1981-05-19,68,Moderate,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,5,19,127.14285714285714,177.63333333333333,135.8021978021978,174.0,182.0,57.0,295.0
1981-05-20,68,Moderate,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,5,20,108.0,177.63333333333333,134.28571428571428,68.0,202.0,68.0,190.0
1981-05-21,150,Unhealthy for Sensitive Groups,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,5,21,114.42857142857143,177.43333333333334,133.42857142857142,68.0,105.0,156.0,79.0
1981-05-22,219,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,5,22,135.14285714285714,177.16666666666666,133.92307692307693,150.0,74.0,227.0,79.0
1981-05-23,263,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,5,23,159.85714285714286,177.83333333333334,134.87912087912088,219.0,90.0,243.0,57.0
1981-05-24,271,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,5,24,173.28571428571428,180.8,136.72527472527472,263.0,177.0,182.0,93.0
1981-05-25,214,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,5,25,179.0,180.1,137.69230769230768,271.0,174.0,235.0,84.0
1981-05-26,154,Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,5,26,191.28571428571428,181.26666666666668,138.28571428571428,214.0,68.0,119.0,140.0
1981-05-27,101,Unhealthy for Sensitive Groups,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,5,27,196.0,179.26666666666668,138.64835164835165,154.0,68.0,161.0,67.0
1981-05-28,216,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,5,28,205.42857142857142,180.13333333333333,140.15384615384616,101.0,150.0,190.0,79.0
1981-05-29,238,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,5,29,208.14285714285714,180.83333333333334,141.63736263736263,216.0,219.0,217.0,161.0
1981-05-30,279,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,5,30,210.42857142857142,182.86666666666667,143.72527472527472,238.0,263.0,218.0,100.0
1981-05-31,251,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,5,31,207.57142857142858,184.53333333333333,145.76923076923077,279.0,271.0,201.0,68.0
1981-06-01,275,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,6,1,216.28571428571428,186.4,148.01098901098902,251.0,214.0,219.0,119.0
1981-06-02,229,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,6,2,227.0,189.03333333333333,149.34065934065933,275.0,154.0,150.0,89.0
1981-06-03,268,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,6,3,250.85714285714286,192.83333333333334,151.53846153846155,229.0,101.0,154.0,105.0
1981-06-04,298,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,6,4,262.57142857142856,196.86666666666667,154.1978021978022,268.0,216.0,177.0,190.0
1981-06-05,243,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,6,5,263.2857142857143,200.3,155.8901098901099,298.0,238.0,140.0,136.0
1981-06-06,279,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,6,6,263.2857142857143,202.23333333333332,158.0879120879121,243.0,279.0,221.0,150.0
1981-06-07,277,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,6,7,267.0,203.4,160.26373626373626,279.0,251.0,242.0,229.0
1981-06-08,286,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,6,8,268.57142857142856,203.9,162.21978021978023,277.0,275.0,271.0,244.0
1981-06-09,242,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,6,9,270.42857142857144,204.0,163.62637362637363,286.0,229.0,239.0,253.0
1981-06-10,243,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,6,10,266.85714285714283,204.53333333333333,165.04395604395606,242.0,268.0,227.0,219.0
1981-06-11,239,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,6,11,258.42857142857144,206.43333333333334,166.5164835164835,243.0,298.0,182.0,239.0
1981-06-12,190,Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,6,12,250.85714285714286,206.03333333333333,167.97802197802199,239.0,243.0,202.0,190.0
1981-06-13,227,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,6,13,243.42857142857142,210.1,169.4945054945055,190.0,279.0,105.0,182.0
1981-06-14,240,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,6,14,238.14285714285714,215.63333333333333,171.0,227.0,277.0,74.0,216.0
1981-06-15,224,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,6,15,229.28571428571428,220.1,172.25274725274724,240.0,286.0,90.0,285.0
1981-06-16,226,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,6,16,227.0,221.73333333333332,173.41758241758242,224.0,242.0,177.0,254.0
1981-06-17,298,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,6,17,234.85714285714286,225.86666666666667,175.52747252747253,226.0,243.0,174.0,245.0
1981-06-18,254,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,6,18,237.0,232.06666666666666,177.34065934065933,298.0,239.0,68.0,233.0
1981-06-19,280,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,6,19,249.85714285714286,239.13333333333333,179.9010989010989,254.0,190.0,68.0,271.0
1981-06-20,280,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,6,20,257.42857142857144,243.46666666666667,182.35164835164835,280.0,227.0,150.0,244.0
1981-06-21,275,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,6,21,262.42857142857144,245.33333333333334,184.74725274725276,280.0,240.0,219.0,275.0
1981-06-22,253,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,6,22,266.57142857142856,245.0,186.42857142857142,275.0,224.0,263.0,263.0
1981-06-23,260,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,6,23,271.42857142857144,244.63333333333333,187.42857142857142,253.0,226.0,271.0,229.0
1981-06-24,292,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,6,24,270.57142857142856,247.23333333333332,189.17582417582418,260.0,298.0,214.0,214.0
1981-06-25,279,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,6,25,274.14285714285717,251.4,191.72527472527472,292.0,254.0,154.0,258.0
1981-06-26,293,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,6,26,276.0,257.8,193.96703296703296,279.0,280.0,101.0,282.0
1981-06-27,242,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,6,27,270.57142857142856,258.6666666666667,195.87912087912088,293.0,280.0,216.0,281.0
1981-06-28,235,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,6,28,264.85714285714283,258.56666666666666,197.5934065934066,242.0,275.0,238.0,213.0
1981-06-29,259,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,6,29,265.7142857142857,257.9,199.57142857142858,235.0,253.0,279.0,256.0
1981-06-30,238,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,6,30,262.57142857142856,257.46666666666664,200.4945054945055,259.0,260.0,251.0,229.0
1981-07-01,255,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,7,1,257.2857142857143,256.8,201.83516483516485,238.0,292.0,275.0,133.0
1981-07-02,260,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,7,2,254.57142857142858,257.8333333333333,204.05494505494505,255.0,279.0,229.0,115.0
1981-07-03,224,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,7,3,244.71428571428572,256.3666666666667,205.64835164835165,260.0,293.0,268.0,187.0
1981-07-04,260,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,7,4,247.28571428571428,255.1,206.93406593406593,224.0,242.0,298.0,259.0
1981-07-05,228,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,7,5,246.28571428571428,254.6,208.32967032967034,260.0,235.0,243.0,269.0
1981-07-06,216,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,7,6,240.14285714285714,252.5,208.6153846153846,228.0,259.0,279.0,240.0
1981-07-07,261,Very Unhealthy,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,7,7,243.42857142857142,251.96666666666667,210.2967032967033,216.0,238.0,277.0,237.0
1981-07-08,217,Very Unhealthy,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,7,8,238.0,249.66666666666666,211.4945054945055,261.0,255.0,286.0,208.0
1981-07-09,210,Very Unhealthy,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,7,9,230.85714285714286,248.6,211.42857142857142,217.0,260.0,242.0,213.0
1981-07-10,256,Very Unhealthy,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,7,10,235.42857142857142,249.03333333333333,212.97802197802199,210.0,224.0,243.0,234.0
1981-07-11,263,Very Unhealthy,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,7,11,235.85714285714286,249.83333333333334,214.37362637362637,256.0,260.0,239.0,281.0
1981-07-12,285,Very Unhealthy,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,7,12,244.0,253.0,215.1978021978022,263.0,228.0,190.0,224.0
1981-07-13,275,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,7,13,252.42857142857142,254.6,216.02197802197801,285.0,216.0,227.0,190.0
1981-07-14,274,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,7,14,254.28571428571428,255.73333333333332,216.54945054945054,275.0,261.0,240.0,221.0
1981-07-15,295,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,7,15,265.42857142857144,258.1,217.64835164835165,274.0,217.0,224.0,226.0
1981-07-16,251,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,7,16,271.2857142857143,258.93333333333334,218.2087912087912,295.0,210.0,226.0,242.0
1981-07-17,261,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,7,17,272.0,257.7,218.63736263736263,251.0,256.0,298.0,296.0
1981-07-18,258,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,7,18,271.2857142857143,257.8333333333333,220.69230769230768,261.0,263.0,254.0,272.0
1981-07-19,277,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,7,19,270.14285714285717,257.73333333333335,223.1098901098901,258.0,285.0,280.0,281.0
1981-07-20,247,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,7,20,266.14285714285717,256.6333333333333,225.07692307692307,277.0,275.0,280.0,261.0
1981-07-21,248,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,7,21,262.42857142857144,255.73333333333332,226.0879120879121,247.0,274.0,275.0,264.0
1981-07-22,254,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,7,22,256.57142857142856,255.76666666666668,226.3846153846154,248.0,295.0,253.0,282.0
1981-07-23,279,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,7,23,260.57142857142856,256.4,226.78021978021977,254.0,251.0,260.0,295.0
1981-07-24,264,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,7,24,261.0,255.46666666666667,227.6813186813187,279.0,261.0,292.0,291.0
1981-07-25,280,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,7,25,264.14285714285717,255.5,228.17582417582418,264.0,258.0,279.0,292.0
1981-07-26,242,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,7,26,259.14285714285717,253.8,229.52747252747253,280.0,277.0,293.0,300.0
1981-07-27,244,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,7,27,258.7142857142857,253.86666666666667,230.43956043956044,242.0,247.0,242.0,271.0
1981-07-28,265,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,7,28,261.14285714285717,254.86666666666667,231.26373626373626,244.0,248.0,235.0,279.0
1981-07-29,264,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,7,29,262.57142857142856,255.03333333333333,231.78021978021977,265.0,254.0,259.0,289.0
1981-07-30,261,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,7,30,260.0,255.8,232.25274725274724,264.0,279.0,238.0,256.0
1981-07-31,271,Very Unhealthy,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,7,31,261.0,256.3333333333333,233.02197802197801,261.0,264.0,255.0,245.0
1981-08-01,297,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,8,1,263.42857142857144,257.56666666666666,233.87912087912088,271.0,280.0,260.0,291.0
1981-08-02,258,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,8,2,265.7142857142857,258.7,235.06593406593407,297.0,242.0,224.0,260.0
1981-08-03,269,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,8,3,269.2857142857143,259.0,236.32967032967034,258.0,244.0,260.0,222.0
1981-08-04,266,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,8,4,269.42857142857144,260.26666666666665,237.30769230769232,269.0,265.0,228.0,216.0
1981-08-05,295,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,8,5,273.85714285714283,262.9,239.01098901098902,266.0,264.0,216.0,213.0
1981-08-06,300,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,8,6,279.42857142857144,264.2,239.87912087912088,295.0,261.0,261.0,229.0
1981-08-07,289,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,8,7,282.0,266.6,240.3956043956044,300.0,271.0,217.0,272.0
1981-08-08,258,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,8,8,276.42857142857144,268.2,240.25274725274724,289.0,297.0,210.0,298.0
1981-08-09,264,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1981,8,9,277.2857142857143,268.46666666666664,240.52747252747253,258.0,258.0,256.0,291.0
