Date,AQI,Category,Defining Parameter,Number of Sites Reporting,city_ascii,state_name,lat,lng,population,density,timezone,Year,Month,Day,ma_last_7d,ma_last_30d,ma_last_quarter,AQI_lag_1days,AQI_lag_7days,AQI_lag_30days,AQI_lag_365days
1985-06-28,297,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,6,28,228.42857142857142,226.96666666666667,188.7912087912088,293.0,208.0,182.0,287.0
1985-06-29,240,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,6,29,229.14285714285714,230.9,190.6813186813187,297.0,235.0,122.0,281.0
1985-06-30,245,Very Unhealthy,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,6,30,234.14285714285714,235.56666666666666,191.83516483516485,240.0,210.0,105.0,261.0
1985-07-01,287,Very Unhealthy,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,7,1,257.14285714285717,241.76666666666668,193.45054945054946,245.0,126.0,101.0,284.0
1985-07-02,222,Very Unhealthy,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,7,2,268.85714285714283,246.36666666666667,194.12087912087912,287.0,140.0,84.0,276.0
1985-07-03,284,Very Unhealthy,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,7,3,266.85714285714283,253.9,194.56043956043956,222.0,298.0,58.0,260.0
1985-07-04,251,Very Unhealthy,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,7,4,260.85714285714283,254.46666666666667,195.04395604395606,284.0,293.0,234.0,281.0
1985-07-05,235,Very Unhealthy,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,7,5,252.0,252.8,195.82417582417582,251.0,297.0,285.0,282.0
1985-07-06,248,Very Unhealthy,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,7,6,253.14285714285714,251.13333333333333,196.58241758241758,235.0,240.0,298.0,285.0
1985-07-07,297,Very Unhealthy,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,7,7,260.57142857142856,251.26666666666668,196.8021978021978,248.0,245.0,293.0,255.0
1985-07-08,291,Very Unhealthy,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,7,8,261.14285714285717,251.1,197.21978021978023,297.0,287.0,296.0,281.0
1985-07-09,233,Very Unhealthy,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,7,9,262.7142857142857,249.83333333333334,197.12087912087912,291.0,222.0,271.0,277.0
1985-07-10,244,Very Unhealthy,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,7,10,257.0,248.73333333333332,197.30769230769232,233.0,284.0,277.0,277.0
1985-07-11,259,Very Unhealthy,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,7,11,258.14285714285717,249.46666666666667,197.53846153846155,244.0,251.0,237.0,296.0
1985-07-12,274,Very Unhealthy,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,7,12,263.7142857142857,249.9,197.34065934065933,259.0,235.0,261.0,269.0
1985-07-13,296,Very Unhealthy,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,7,13,270.57142857142856,250.63333333333333,197.41758241758242,274.0,248.0,274.0,300.0
1985-07-14,263,Very Unhealthy,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,7,14,265.7142857142857,250.73333333333332,197.05494505494505,296.0,297.0,260.0,228.0
1985-07-15,219,Very Unhealthy,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,7,15,255.42857142857142,248.4,197.37362637362637,263.0,291.0,289.0,265.0
1985-07-16,279,Very Unhealthy,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,7,16,262.0,249.43333333333334,199.5934065934066,219.0,233.0,248.0,235.0
1985-07-17,244,Very Unhealthy,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,7,17,262.0,248.73333333333332,201.75824175824175,279.0,244.0,265.0,266.0
1985-07-18,234,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,7,18,258.42857142857144,247.76666666666668,203.7032967032967,244.0,259.0,263.0,208.0
1985-07-19,213,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,7,19,249.71428571428572,245.53333333333333,205.2967032967033,234.0,274.0,280.0,209.0
1985-07-20,228,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,7,20,240.0,246.43333333333334,207.17582417582418,213.0,296.0,201.0,205.0
1985-07-21,242,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,7,21,237.0,247.56666666666666,209.3186813186813,228.0,263.0,208.0,164.0
1985-07-22,239,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,7,22,239.85714285714286,247.7,211.3186813186813,242.0,219.0,235.0,51.0
1985-07-23,292,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,7,23,241.71428571428572,250.43333333333334,212.2967032967033,239.0,279.0,210.0,154.0
1985-07-24,233,Very Unhealthy,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,7,24,240.14285714285714,254.0,212.45054945054946,292.0,244.0,126.0,195.0
1985-07-25,237,Very Unhealthy,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,7,25,240.57142857142858,257.23333333333335,214.23076923076923,233.0,234.0,140.0,244.0
1985-07-26,268,Very Unhealthy,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,7,26,248.42857142857142,256.23333333333335,216.30769230769232,237.0,213.0,298.0,281.0
1985-07-27,254,Very Unhealthy,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,7,27,252.14285714285714,254.93333333333334,217.94505494505495,268.0,228.0,293.0,203.0
1985-07-28,221,Very Unhealthy,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,7,28,249.14285714285714,252.4,218.83516483516485,254.0,242.0,297.0,235.0
1985-07-29,213,Very Unhealthy,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,7,29,245.42857142857142,251.5,219.35164835164835,221.0,239.0,240.0,226.0
1985-07-30,235,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,7,30,237.28571428571428,251.16666666666666,219.0879120879121,213.0,292.0,245.0,212.0
1985-07-31,229,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,7,31,236.71428571428572,249.23333333333332,218.6813186813187,235.0,233.0,287.0,223.0
1985-08-01,202,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,8,1,231.71428571428572,248.56666666666666,218.16483516483515,229.0,237.0,222.0,234.0
1985-08-02,222,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,8,2,225.14285714285714,246.5,217.92307692307693,202.0,268.0,284.0,263.0
1985-08-03,286,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,8,3,229.71428571428572,247.66666666666666,218.71428571428572,222.0,254.0,251.0,298.0
1985-08-04,229,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,8,4,230.85714285714286,247.46666666666667,219.58241758241758,286.0,221.0,235.0,279.0
1985-08-05,224,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,8,5,232.42857142857142,246.66666666666666,220.7032967032967,229.0,213.0,248.0,255.0
1985-08-06,279,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,8,6,238.71428571428572,246.06666666666666,222.1098901098901,224.0,235.0,297.0,287.0
1985-08-07,237,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,8,7,239.85714285714286,244.26666666666668,223.4065934065934,279.0,229.0,291.0,279.0
1985-08-08,208,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,8,8,240.71428571428572,243.43333333333334,224.73626373626374,237.0,202.0,233.0,291.0
1985-08-09,235,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,8,9,242.57142857142858,243.13333333333333,226.75824175824175,208.0,222.0,244.0,239.0
1985-08-10,216,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,8,10,232.57142857142858,241.7,228.3186813186813,235.0,286.0,259.0,223.0
1985-08-11,166,Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,8,11,223.57142857142858,238.1,228.83516483516485,216.0,229.0,274.0,195.0
1985-08-12,182,Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,8,12,217.57142857142858,234.3,228.3956043956044,166.0,224.0,296.0,226.0
1985-08-13,207,Very Unhealthy,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,8,13,207.28571428571428,232.43333333333334,228.26373626373626,182.0,279.0,263.0,237.0
1985-08-14,212,Very Unhealthy,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,8,14,203.71428571428572,232.2,228.76923076923077,207.0,237.0,219.0,228.0
1985-08-15,235,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,8,15,207.57142857142858,230.73333333333332,230.04395604395606,212.0,208.0,279.0,242.0
1985-08-16,187,Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,8,16,200.71428571428572,228.83333333333334,230.83516483516485,235.0,235.0,244.0,260.0
1985-08-17,179,Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,8,17,195.42857142857142,227.0,230.36263736263737,187.0,216.0,234.0,234.0
1985-08-18,228,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,8,18,204.28571428571428,227.5,230.92307692307693,179.0,166.0,213.0,133.0
1985-08-19,249,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,8,19,213.85714285714286,228.2,231.42857142857142,228.0,182.0,228.0,174.0
1985-08-20,232,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,8,20,217.42857142857142,227.86666666666667,231.5164835164835,249.0,207.0,242.0,202.0
1985-08-21,258,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,8,21,224.0,228.5,231.17582417582418,232.0,212.0,239.0,221.0
1985-08-22,254,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,8,22,226.71428571428572,227.23333333333332,230.83516483516485,258.0,235.0,292.0,226.0
1985-08-23,291,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,8,23,241.57142857142858,229.16666666666666,231.25274725274724,254.0,187.0,233.0,238.0
1985-08-24,293,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,8,24,257.85714285714283,231.03333333333333,232.78021978021977,291.0,179.0,237.0,218.0
1985-08-25,295,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,8,25,267.42857142857144,231.93333333333334,234.6813186813187,293.0,228.0,268.0,161.0
1985-08-26,166,Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,8,26,255.57142857142858,229.0,235.04395604395606,295.0,249.0,254.0,195.0
1985-08-27,263,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,8,27,260.0,230.4,235.98901098901098,166.0,232.0,221.0,235.0
1985-08-28,264,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,8,28,260.85714285714283,232.1,236.8901098901099,263.0,258.0,213.0,201.0
1985-08-29,296,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,8,29,266.85714285714283,234.13333333333333,238.8021978021978,264.0,254.0,235.0,271.0
1985-08-30,289,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,8,30,266.57142857142856,236.13333333333333,240.82417582417582,296.0,291.0,229.0,268.0
1985-08-31,277,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,8,31,264.2857142857143,238.63333333333333,242.75824175824175,289.0,293.0,202.0,240.0
1985-09-01,227,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,9,1,254.57142857142858,238.8,244.32967032967034,277.0,295.0,222.0,238.0
1985-09-02,208,Very Unhealthy,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,9,2,260.57142857142856,236.2,245.97802197802199,227.0,166.0,286.0,261.0
1985-09-03,51,Moderate,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,9,3,230.28571428571428,230.26666666666668,243.96703296703296,208.0,263.0,229.0,249.0
1985-09-04,57,Moderate,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,9,4,200.71428571428572,224.7,241.46153846153845,51.0,264.0,224.0,276.0
1985-09-05,58,Moderate,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,9,5,166.71428571428572,217.33333333333334,238.82417582417582,57.0,296.0,279.0,255.0
1985-09-06,133,Unhealthy for Sensitive Groups,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,9,6,144.42857142857142,213.86666666666667,237.06593406593407,58.0,289.0,237.0,247.0
1985-09-07,140,Unhealthy for Sensitive Groups,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,9,7,124.85714285714286,211.6,235.35164835164835,133.0,277.0,208.0,243.0
1985-09-08,51,Moderate,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,9,8,99.71428571428571,205.46666666666667,232.93406593406593,140.0,227.0,235.0,245.0
1985-09-09,47,Good,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,9,9,76.71428571428571,199.83333333333334,230.4065934065934,51.0,208.0,216.0,143.0
1985-09-10,58,Moderate,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,9,10,77.71428571428571,196.23333333333332,228.43956043956044,47.0,51.0,166.0,154.0
1985-09-11,68,Moderate,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,9,11,79.28571428571429,192.43333333333334,226.3186813186813,58.0,57.0,182.0,67.0
1985-09-12,213,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,9,12,101.42857142857143,192.63333333333333,225.64835164835165,68.0,58.0,207.0,90.0
1985-09-13,264,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,9,13,120.14285714285714,194.36666666666667,225.69230769230768,213.0,133.0,212.0,222.0
1985-09-14,269,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,9,14,138.57142857142858,195.5,225.47252747252747,264.0,140.0,235.0,268.0
1985-09-15,239,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,9,15,165.42857142857142,197.23333333333332,225.37362637362637,269.0,51.0,187.0,222.0
1985-09-16,177,Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,9,16,184.0,197.16666666666666,224.4065934065934,239.0,47.0,179.0,235.0
1985-09-17,108,Unhealthy for Sensitive Groups,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,9,17,191.14285714285714,193.16666666666666,222.7032967032967,177.0,58.0,228.0,263.0
1985-09-18,47,Good,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,9,18,188.14285714285714,186.43333333333334,220.14285714285714,108.0,68.0,249.0,284.0
1985-09-19,79,Moderate,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,9,19,169.0,181.33333333333334,218.8021978021978,47.0,213.0,232.0,268.0
1985-09-20,210,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,9,20,161.28571428571428,179.73333333333332,218.82417582417582,79.0,264.0,258.0,213.0
1985-09-21,218,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,9,21,154.0,178.53333333333333,218.63736263736263,210.0,269.0,254.0,179.0
1985-09-22,219,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,9,22,151.14285714285714,176.13333333333333,218.73626373626374,218.0,239.0,291.0,140.0
1985-09-23,243,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,9,23,160.57142857142858,174.46666666666667,220.02197802197801,219.0,177.0,293.0,61.0
1985-09-24,254,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,9,24,181.42857142857142,173.1,221.27472527472528,243.0,108.0,295.0,74.0
1985-09-25,151,Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,9,25,196.28571428571428,172.6,219.65934065934067,254.0,47.0,166.0,177.0
1985-09-26,100,Moderate,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,9,26,199.28571428571428,167.16666666666666,217.53846153846155,151.0,79.0,263.0,154.0
1985-09-27,74,Moderate,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,9,27,179.85714285714286,160.83333333333334,215.0879120879121,100.0,210.0,264.0,232.0
1985-09-28,101,Unhealthy for Sensitive Groups,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,9,28,163.14285714285714,154.33333333333334,213.56043956043956,74.0,218.0,296.0,248.0
1985-09-29,93,Moderate,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,9,29,145.14285714285714,147.8,211.8901098901099,101.0,219.0,289.0,272.0
1985-09-30,161,Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,9,30,133.42857142857142,143.93333333333334,210.5054945054945,93.0,243.0,277.0,108.0
1985-10-01,212,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,10,1,127.42857142857143,143.43333333333334,210.3956043956044,161.0,254.0,227.0,68.0
1985-10-02,248,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,10,2,141.28571428571428,144.76666666666668,210.0,212.0,151.0,208.0,105.0
1985-10-03,190,Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,10,3,154.14285714285714,149.4,209.32967032967034,248.0,100.0,51.0,140.0
1985-10-04,174,Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,10,4,168.42857142857142,153.3,208.65934065934067,190.0,74.0,57.0,174.0
1985-10-05,253,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,10,5,190.14285714285714,159.8,208.71428571428572,174.0,101.0,58.0,136.0
1985-10-06,126,Unhealthy for Sensitive Groups,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,10,6,194.85714285714286,159.56666666666666,206.83516483516485,253.0,93.0,133.0,221.0
1985-10-07,43,Good,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,10,7,178.0,156.33333333333334,204.1098901098901,126.0,161.0,140.0,274.0
1985-10-08,47,Good,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,10,8,154.42857142857142,156.2,202.06593406593407,43.0,212.0,51.0,224.0
1985-10-09,57,Moderate,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,10,9,127.14285714285714,156.53333333333333,200.01098901098902,47.0,248.0,47.0,214.0
1985-10-10,112,Unhealthy for Sensitive Groups,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,10,10,116.0,158.33333333333334,198.3956043956044,57.0,190.0,58.0,187.0
1985-10-11,140,Unhealthy for Sensitive Groups,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,10,11,111.14285714285714,160.73333333333332,196.92307692307693,112.0,174.0,68.0,89.0
1985-10-12,169,Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,10,12,99.14285714285714,159.26666666666668,195.52747252747253,140.0,253.0,213.0,122.0
1985-10-13,164,Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,10,13,104.57142857142857,155.93333333333334,194.43956043956044,169.0,126.0,264.0,224.0
1985-10-14,110,Unhealthy for Sensitive Groups,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,10,14,114.14285714285714,150.63333333333333,193.24175824175825,164.0,43.0,269.0,195.0
1985-10-15,183,Unhealthy,CO,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,10,15,133.57142857142858,148.76666666666668,192.1868131868132,110.0,47.0,239.0,103.0
1985-10-16,103,Unhealthy for Sensitive Groups,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,10,16,140.14285714285714,146.3,190.63736263736263,183.0,57.0,177.0,100.0
1985-10-17,119,Unhealthy for Sensitive Groups,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,10,17,141.14285714285714,146.66666666666666,189.37362637362637,103.0,112.0,108.0,68.0
1985-10-18,133,Unhealthy for Sensitive Groups,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,10,18,140.14285714285714,149.53333333333333,188.4945054945055,119.0,140.0,47.0,100.0
1985-10-19,195,Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,10,19,143.85714285714286,153.4,188.13186813186815,133.0,169.0,79.0,106.0
1985-10-20,164,Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,10,20,143.85714285714286,151.86666666666667,187.27472527472528,195.0,164.0,210.0,79.0
1985-10-21,47,Good,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,10,21,134.85714285714286,146.16666666666666,185.16483516483515,164.0,110.0,218.0,87.0
1985-10-22,100,Moderate,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,10,22,123.0,142.2,183.05494505494505,47.0,183.0,219.0,106.0
1985-10-23,126,Unhealthy for Sensitive Groups,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,10,23,126.28571428571429,138.3,181.87912087912088,100.0,103.0,243.0,135.0
1985-10-24,216,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,10,24,140.14285714285714,137.03333333333333,181.64835164835165,126.0,119.0,254.0,131.0
1985-10-25,223,Very Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,10,25,153.0,139.43333333333334,181.15384615384616,216.0,133.0,151.0,111.0
1985-10-26,258,Very Unhealthy,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,10,26,162.0,144.7,181.1978021978022,223.0,195.0,100.0,110.0
1985-10-27,221,Very Unhealthy,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,10,27,170.14285714285714,149.6,181.1978021978022,258.0,164.0,74.0,68.0
1985-10-28,115,Unhealthy for Sensitive Groups,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,10,28,179.85714285714286,150.06666666666666,180.12087912087912,221.0,47.0,101.0,108.0
1985-10-29,200,Unhealthy,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,10,29,194.14285714285714,153.63333333333333,179.73626373626374,115.0,100.0,93.0,150.0
1985-10-30,150,Unhealthy for Sensitive Groups,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1985,10,30,197.57142857142858,153.26666666666668,178.86813186813185,200.0,126.0,161.0,157.0
